"Filename","Vocality","Emotion","Intensity","Statement","Repetition","Speaker","Sex","F0semitoneFrom27.5Hz_sma3nz_amean","F0semitoneFrom27.5Hz_sma3nz_stddevNorm","F0semitoneFrom27.5Hz_sma3nz_percentile20.0","F0semitoneFrom27.5Hz_sma3nz_percentile50.0","F0semitoneFrom27.5Hz_sma3nz_percentile80.0","F0semitoneFrom27.5Hz_sma3nz_pctlrange0.2","F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope","F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope","F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope","loudness_sma3_amean","loudness_sma3_stddevNorm","loudness_sma3_percentile20.0","loudness_sma3_percentile50.0","loudness_sma3_percentile80.0","loudness_sma3_pctlrange0.2","loudness_sma3_meanRisingSlope","loudness_sma3_stddevRisingSlope","loudness_sma3_meanFallingSlope","loudness_sma3_stddevFallingSlope","spectralFlux_sma3_amean","spectralFlux_sma3_stddevNorm","mfcc1_sma3_amean","mfcc1_sma3_stddevNorm","mfcc2_sma3_amean","mfcc2_sma3_stddevNorm","mfcc3_sma3_amean","mfcc3_sma3_stddevNorm","mfcc4_sma3_amean","mfcc4_sma3_stddevNorm","jitterLocal_sma3nz_amean","jitterLocal_sma3nz_stddevNorm","shimmerLocaldB_sma3nz_amean","shimmerLocaldB_sma3nz_stddevNorm","HNRdBACF_sma3nz_amean","HNRdBACF_sma3nz_stddevNorm","logRelF0.H1.H2_sma3nz_amean","logRelF0.H1.H2_sma3nz_stddevNorm","logRelF0.H1.A3_sma3nz_amean","logRelF0.H1.A3_sma3nz_stddevNorm","F1frequency_sma3nz_amean","F1frequency_sma3nz_stddevNorm","F1bandwidth_sma3nz_amean","F1bandwidth_sma3nz_stddevNorm","F1amplitudeLogRelF0_sma3nz_amean","F1amplitudeLogRelF0_sma3nz_stddevNorm","F2frequency_sma3nz_amean","F2frequency_sma3nz_stddevNorm","F2bandwidth_sma3nz_amean","F2bandwidth_sma3nz_stddevNorm","F2amplitudeLogRelF0_sma3nz_amean","F2amplitudeLogRelF0_sma3nz_stddevNorm","F3frequency_sma3nz_amean","F3frequency_sma3nz_stddevNorm","F3bandwidth_sma3nz_amean","F3bandwidth_sma3nz_stddevNorm","F3amplitudeLogRelF0_sma3nz_amean","F3amplitudeLogRelF0_sma3nz_stddevNorm","alphaRatioV_sma3nz_amean","alphaRatioV_sma3nz_stddevNorm","hammarbergIndexV_sma3nz_amean","hammarbergIndexV_sma3nz_stddevNorm","slopeV0.500_sma3nz_amean","slopeV0.500_sma3nz_stddevNorm","slopeV500.1500_sma3nz_amean","slopeV500.1500_sma3nz_stddevNorm","spectralFluxV_sma3nz_amean","spectralFluxV_sma3nz_stddevNorm","mfcc1V_sma3nz_amean","mfcc1V_sma3nz_stddevNorm","mfcc2V_sma3nz_amean","mfcc2V_sma3nz_stddevNorm","mfcc3V_sma3nz_amean","mfcc3V_sma3nz_stddevNorm","mfcc4V_sma3nz_amean","mfcc4V_sma3nz_stddevNorm","alphaRatioUV_sma3nz_amean","hammarbergIndexUV_sma3nz_amean","slopeUV0.500_sma3nz_amean","slopeUV500.1500_sma3nz_amean","spectralFluxUV_sma3nz_amean","loudnessPeaksPerSec","VoicedSegmentsPerSec","MeanVoicedSegmentLengthSec","StddevVoicedSegmentLengthSec","MeanUnvoicedSegmentLength","StddevUnvoicedSegmentLength","equivalentSoundLevel_dBp"
"03-01-05-01-02-01-11",1,5,1,2,1,11,"m",31.210093,0.12613711,28.916552,31.586542,34.816887,5.9003353,46.49665,21.719547,18.121609,23.541004,0.36140096,1.3318309,0.00882025,0.02259241,0.6822908,0.67347056,7.7779145,4.6558046,9.1144285,7.0737553,0.16410771,1.3616529,14.538444,1.0397528,12.526966,0.7278455,7.0579405,2.1736863,2.72327,6.1638746,0.0307949,1.2412739,1.1421283,0.66644,5.61318,0.8239562,2.5443296,3.2802439,20.245745,0.41938394,513.8734,0.54479134,1174.7626,0.22214305,-136.57892,-0.66244483,1470.2833,0.23234917,839.96173,0.33621725,-126.03398,-0.71821374,2594.4316,0.148104,596.27783,0.37685472,-128.83937,-0.67461336,-11.183496,-0.6977713,22.211393,0.38381168,0.0926962,0.41846836,-0.01586731,-0.92861044,0.38814571,0.5082649,26.412693,0.52470005,7.3126507,1.3851483,1.3236015,16.83608,-9.248586,-2.227779,-15.110955,25.579876,-0.02377161,0.00517111,0.01802443,2.0231214,0.5865103,0.68,0.21,0.6666666,0.3732143,-33.838333
"03-01-05-01-02-02-11",1,5,1,2,2,11,"m",30.382233,0.17195472,26.759079,30.753208,33.64232,6.8832397,42.566048,27.484537,134.50081,186.98535,0.3500689,1.2560537,0.00901842,0.09100039,0.6779784,0.66896,7.1869407,3.9575608,7.7337346,5.8819995,0.16453364,1.3588688,14.899439,1.2056252,13.536055,0.75039774,7.6798277,1.8128686,3.872026,4.3778076,0.03014275,1.2080042,1.3052348,0.7002623,4.978284,0.86015254,2.8984008,2.5499175,23.591259,0.49570864,555.85333,0.5007405,1178.9489,0.2742889,-123.24819,-0.7526629,1536.4463,0.23822911,797.8179,0.3052846,-116.674934,-0.7721685,2657.9282,0.14736693,655.087,0.5712085,-119.38899,-0.7198643,-13.344658,-0.70648867,24.566046,0.43910837,0.08253199,0.5063887,-0.01513291,-0.9430261,0.34323642,0.64661044,26.948938,0.5576065,10.548812,1.1916784,3.7413287,4.9389596,-4.72085,-4.3558035,-13.949688,24.282215,-0.02261029,0.00674362,0.0148276,2.1505377,1.0899183,0.41,0.2143595,0.4725,0.35223392,-34.89826
"03-01-05-02-01-01-11",1,5,2,1,1,11,"m",33.844997,0.14400531,32.108135,34.1296,37.473114,5.364979,195.08232,124.733055,20.567749,21.981565,0.60180503,1.2891551,0.00872218,0.03729037,1.2842876,1.2755654,14.70325,8.928403,16.837124,7.8532143,0.40643457,1.4220893,12.454884,1.0308034,10.324834,0.8959324,7.9372916,1.6932994,1.6863831,9.62229,0.0387437,1.7720306,1.3145554,0.7855627,5.2588277,0.85757655,4.3464174,2.234334,16.351618,0.63746256,675.1254,0.4162948,1054.5833,0.2408805,-133.45435,-0.68879765,1738.126,0.19203275,696.465,0.5692287,-126.96388,-0.7004017,2798.6396,0.12695234,671.0743,0.4896421,-127.49046,-0.69148165,-10.338325,-0.6472949,18.927116,0.42847845,0.0345738,1.5108408,-0.01648726,-0.7851395,0.93596005,0.6106223,20.54741,0.5842393,4.1338534,2.4388304,4.652681,4.156314,-10.279195,-1.8839024,-15.12023,26.090557,-0.02043448,0.00537556,0.05657037,2.840909,0.86455333,0.45666668,0.38438988,0.5075,0.45696688,-28.292253
"03-01-05-02-01-02-11",1,5,2,1,2,11,"m",37.839108,0.16796976,34.607388,39.552822,41.395557,6.78817,309.59482,543.06616,168.82213,94.44368,1.0873817,1.2362198,0.01325627,0.25107926,2.2509832,2.237727,29.412481,17.841658,25.77656,12.824746,0.9481179,1.3714662,10.33776,1.1051445,3.2634075,3.108459,2.6188762,5.6413383,-4.472645,-4.40434,0.05633463,1.3967483,1.1668261,0.6185472,5.9870534,0.8580024,6.5158944,1.5261703,15.425057,0.7343696,822.2172,0.31383115,979.3992,0.2692676,-123.97996,-0.76816386,1906.2108,0.18539977,716.05975,0.51348525,-115.03091,-0.805533,2949.4822,0.11383606,693.57544,0.5349571,-116.8293,-0.77496004,-8.247607,-0.7976373,17.906282,0.4569249,0.03331032,1.6639789,-0.01650119,-0.8708634,1.9446281,0.63294923,14.134914,0.8244833,0.04560493,258.68738,-5.17897,-3.4111128,-18.039314,-1.1741863,-11.643478,23.047638,-0.01887741,0.00837706,0.1507823,2.2727275,1.2787725,0.344,0.15856859,0.515,0.46954763,-21.73184
"03-01-05-02-02-01-11",1,5,2,2,1,11,"m",35.542355,0.16037653,33.20848,37.03401,39.712162,6.503681,282.196,340.5271,87.189,64.67421,1.0337955,1.199317,0.02116633,0.25836807,2.252582,2.2314157,20.831526,10.066008,16.736637,11.081221,0.92609674,1.4361699,14.067578,0.923396,6.926803,1.6207334,7.8830347,1.8349969,-4.643196,-4.3238764,0.0573637,1.6050814,1.3036747,0.7048641,4.4623084,1.1045452,4.650209,2.1488788,15.486263,0.65042067,721.44244,0.368546,1062.186,0.21278429,-127.63773,-0.7136849,1827.7137,0.19356821,659.7061,0.5403927,-116.24259,-0.7684909,2892.0303,0.12827197,655.7947,0.39344087,-116.97768,-0.7557876,-9.702588,-0.70937014,19.035172,0.39679456,0.02578761,1.6048977,-0.01923682,-0.78573537,1.8659587,0.67416793,19.332703,0.6035567,2.5379076,4.9477725,4.0719757,4.6532764,-17.66422,-1.1883806,-17.792898,29.557648,-0.02934732,0.00396735,0.142633,2.5510206,1.2919897,0.35,0.21494184,0.4975,0.41541392,-22.048296
"03-01-05-02-02-02-11",1,5,2,2,2,11,"m",39.24784,0.16206335,38.813393,40.277695,43.6426,4.8292084,106.93016,120.702995,38.920425,32.7956,1.3044487,1.2291712,0.02331783,0.30924407,2.9509456,2.9276278,21.364277,11.847033,28.736782,16.510061,1.0807781,1.4995922,9.02631,1.2625543,2.9714074,4.0072,1.4950665,9.4321995,-10.2439785,-2.0297618,0.02821857,1.8129555,0.9832409,0.64367247,6.4866095,0.7506344,4.442253,4.6266394,12.0858345,1.7283269,828.5624,0.29094663,993.4775,0.22412479,-122.81961,-0.7681481,1968.3245,0.17488654,583.5883,0.69164175,-114.94826,-0.7863906,3040.646,0.12062307,651.96204,0.6114696,-115.28378,-0.7812921,-6.1563373,-1.1152987,16.264389,0.41541418,0.0399235,1.0669396,-0.01254507,-1.08278,2.285965,0.7566783,11.298103,0.90991384,-3.399968,-3.7104332,-7.1672955,-2.1138647,-22.66831,-1.0484096,-10.322257,20.048662,0.0029687,0.00393124,0.05611091,2.1276596,1.0781672,0.42499998,0.23005433,0.6333333,0.35873234,-19.624065
"03-01-06-01-01-01-11",1,6,1,1,1,11,"m",27.834219,0.09227283,26.616722,28.105042,29.961018,3.3442955,64.796745,66.87361,51.24181,83.47609,0.1420057,1.1481285,0.00892496,0.0228572,0.3210958,0.31217083,3.9279015,2.8049855,2.8193655,1.5355194,0.05170606,1.2702774,12.160427,1.1547095,12.441313,0.74795675,9.549213,1.1423645,7.8429766,1.5341895,0.0403141,1.4955,1.500073,0.779757,4.5262003,0.8920732,3.5933535,1.5499235,25.36286,0.33964494,561.9864,0.3810034,1133.1964,0.24589993,-140.11887,-0.6172124,1592.7778,0.16494097,906.11145,0.42885458,-142.54018,-0.5669576,2659.494,0.11102965,739.5115,0.5378966,-144.27643,-0.54156977,-16.849083,-0.56079835,25.481544,0.38594332,0.04745526,0.63752073,-0.0173848,-0.8200966,0.12685838,0.41022247,25.714857,0.4974935,18.279211,0.5501276,9.800243,1.7774345,0.16570923,95.92161,-12.554703,23.407763,-0.0252336,0.00973163,0.01578645,3.1791906,1.4662757,0.216,0.08212186,0.37,0.444897,-45.63282
"03-01-06-01-01-02-11",1,6,1,1,2,11,"m",28.241516,0.11952401,26.598331,28.82399,30.901754,4.303423,226.64355,314.08176,26.191912,12.07289,0.17742942,1.1696922,0.00889312,0.02257614,0.3683952,0.35950208,4.961175,4.101202,3.8972688,3.143237,0.07473147,1.274316,13.8797655,0.9972709,13.060132,0.7514437,8.386791,1.510841,7.0683775,1.9501182,0.03020034,1.4029486,1.4865261,0.6049457,4.232484,0.9997128,3.3288898,2.0001159,22.36096,0.47561616,508.37094,0.46562934,1162.767,0.23279856,-134.20781,-0.66169494,1496.0187,0.20906982,845.1988,0.42729557,-133.94647,-0.6320264,2584.6782,0.1122594,702.4025,0.47590864,-136.3602,-0.5965091,-15.909011,-0.5666423,25.507412,0.32917476,0.03359998,1.3812336,-0.01647378,-0.87744313,0.17751904,0.41928262,25.944414,0.48932487,16.879646,0.6779877,7.894517,2.3833294,0.26331142,69.5151,-12.147445,23.311926,-0.02108328,0.0104483,0.01413209,3.1518624,0.8720931,0.42666668,0.3423773,0.5225,0.4712417,-42.392647
"03-01-06-01-02-01-11",1,6,1,2,1,11,"m",29.888681,0.10548323,28.298447,30.673788,32.347347,4.0489006,119.91036,88.221275,24.275023,18.622932,0.2178861,1.2977377,0.00865408,0.03571681,0.4891575,0.4805034,4.235825,2.7959566,4.798366,3.3310595,0.08775456,1.4043505,13.834616,1.1555564,10.93475,0.8699572,8.445437,1.3288891,5.242431,2.4075413,0.01902045,1.305717,0.987107,1.001667,6.018472,0.57421845,-0.37923875,-36.90724,21.488726,0.6864791,548.50684,0.52934355,1112.2905,0.23455444,-138.75723,-0.6342885,1504.5961,0.2206808,851.4144,0.23833004,-139.0021,-0.60898584,2567.4783,0.13263522,770.1757,0.5451862,-141.79514,-0.5686675,-13.49831,-0.6485961,23.297277,0.40462875,0.07536668,0.42835405,-0.0151682,-0.98142874,0.22889781,0.48901576,28.714857,0.53318727,9.912682,0.9750096,9.543645,1.7402341,-2.9196181,-6.052912,-11.362348,21.99147,-0.0054032,0.00838887,0.01747338,2.2222223,1.2903227,0.2525,0.14428703,0.4975,0.4195459,-39.558784
"03-01-06-01-02-02-11",1,6,1,2,2,11,"m",28.734781,0.1038771,27.342634,29.144352,31.293015,3.9503803,149.46867,86.81952,26.615913,13.221383,0.20734493,1.2920736,0.00871309,0.03240952,0.45535854,0.44664544,3.756127,2.833584,3.914199,2.412684,0.08046932,1.4848121,14.863497,1.0552536,11.698593,0.768039,8.837955,1.2634771,5.910902,2.3178523,0.03382041,1.9075117,1.1661125,0.8370082,5.925448,0.560711,4.311214,3.0413172,24.841438,0.29486346,527.2711,0.48704463,1205.4438,0.24841706,-133.41751,-0.6788645,1476.2794,0.21452776,894.3446,0.3456501,-135.43968,-0.63604116,2545.6565,0.12054584,651.8902,0.35642403,-138.72148,-0.5881842,-14.715567,-0.499711,25.417044,0.30418143,0.07414021,0.4071059,-0.01690301,-0.9924595,0.20250462,0.5869211,29.835943,0.45580283,13.1761055,0.66720146,7.5700893,2.2088263,-0.9509709,-20.416428,-10.852572,21.295162,-0.00644898,0.00733572,0.01371844,1.5673982,0.6369427,0.56,0.19,0.65666664,0.3896437,-39.42817
"03-01-06-02-01-01-11",1,6,2,1,1,11,"m",34.85817,0.08879781,33.87699,35.779877,36.491028,2.6140366,74.70523,50.11779,-67.89497,110.58154,0.53639305,1.3582137,0.0183583,0.08998939,1.1298735,1.1115152,15.915643,11.934823,14.7165785,9.147443,0.32411718,1.497276,13.806154,0.7219503,0.9668393,8.527783,3.0373886,4.1602864,-0.5107386,-32.269447,0.02306432,1.2260581,1.2042772,0.7147847,5.6967535,0.8545783,4.279794,2.7178192,15.263135,0.426871,752.13354,0.40715006,1032.9689,0.28341854,-140.94429,-0.6263967,1818.6486,0.18824133,830.004,0.46406573,-131.11098,-0.66613895,2779.0835,0.1237735,683.8193,0.24709654,-132.28462,-0.6486039,-9.246672,-0.6233985,18.089647,0.2905519,0.06968942,0.77804196,-0.01111918,-1.2500967,0.81785387,0.57176,19.306368,0.52453274,0.02640935,406.07465,5.9336953,2.8194013,-10.146219,-2.04391,-6.9692917,18.503853,0.00990198,0.00822153,0.0268367,2.507837,0.9584665,0.39333332,0.12283684,0.62333333,0.42742118,-28.9877
"03-01-06-02-01-02-11",1,6,2,1,2,11,"m",36.614357,0.14934804,36.870888,37.948402,39.672325,2.8014374,192.60245,119.01114,29.01217,0,0.5758819,1.3199422,0.02422244,0.09930852,1.2319257,1.2077032,13.49341,7.6163626,18.036772,8.483295,0.40393418,1.6403215,11.068562,0.90830106,1.5197995,5.5086746,6.483024,1.6313249,2.3757074,7.395917,0.04548895,3.0527265,1.0191227,0.64209473,7.5492167,0.6072686,0.7530889,23.218483,12.101694,1.22082,758.82837,0.41180283,1035.0457,0.25222856,-141.6159,-0.6181927,1855.81,0.1996804,730.5309,0.5403007,-133.34256,-0.64473003,2843.1067,0.13215378,833.74347,0.5063544,-133.77985,-0.6374719,-11.09259,-0.52253675,20.388832,0.23113061,0.03795339,1.5996995,-0.0138615,-0.9951706,0.984999,0.759906,18.474028,0.51457274,1.1056604,8.273899,3.4753678,4.379072,-10.59695,-2.0263627,-6.909462,16.99977,-0.00396209,0.01147337,0.067319,2.1943574,0.95541406,0.38333333,0.39364395,0.48,0.4426624,-27.391373
"03-01-06-02-02-01-11",1,6,2,2,1,11,"m",36.660095,0.1605943,34.541607,38.494034,40.91255,6.370945,173.41513,98.98769,120.653946,155.2923,0.7164591,1.3943896,0.02014895,0.10651615,1.5178738,1.4977248,14.544403,8.303463,19.400059,13.379748,0.43632886,1.5320948,10.404669,0.9622111,-1.2003258,-8.875096,3.4253588,3.432699,-0.8925,-20.48763,0.0515503,2.2579813,1.1407186,0.7810364,6.426524,0.6767749,3.023574,5.6393986,10.976435,1.4488685,909.1851,0.2958979,942.77563,0.30968416,-139.032,-0.6300883,1980.6672,0.1475523,733.1546,0.4155553,-132.40974,-0.66118056,2988.4883,0.11006348,695.4686,0.2829845,-133.02718,-0.6516473,-8.057212,-0.7278469,16.176266,0.39932257,0.07398023,0.65884846,-0.01325909,-0.9502092,1.1049292,0.6303077,14.5623865,0.75604916,-5.63129,-1.9694465,2.4037378,7.1649327,-16.913755,-1.1518998,-7.987689,19.567453,0.00719278,0.00984813,0.05495931,1.9672132,1.3333334,0.26749998,0.2582029,0.45749998,0.4147514,-26.05167
"03-01-06-02-02-02-11",1,6,2,2,2,11,"m",38.375618,0.07595116,36.947414,38.984215,40.233963,3.2865486,80.002,48.309216,111.68377,140.19707,0.7453557,1.3235718,0.02721001,0.12119035,1.653252,1.626042,16.025797,11.520544,17.580513,13.837956,0.4886402,1.5735445,8.36414,1.3338078,1.94651,5.8646,3.8545423,4.0411053,-2.1026132,-8.352428,0.02753341,2.006403,0.91121894,0.68649524,7.124906,0.60379386,7.6885624,1.1648116,16.905834,0.4523962,810.93365,0.36620554,1004.4764,0.27003017,-147.52058,-0.58124954,1947.7241,0.1829941,624.2186,0.4128887,-137.05116,-0.6325622,2953.135,0.13156722,674.1996,0.5824522,-137.93416,-0.6194857,-8.859981,-0.6656485,16.884237,0.35404137,0.0631121,0.7651691,-0.01602751,-0.819619,1.2969712,0.64901924,13.631127,0.80951214,-0.9743236,-12.51811,-5.2759576,-3.602631,-17.046412,-1.2403022,-9.012029,19.420551,-0.00948579,0.01027667,0.07502261,2.2435899,0.9771987,0.3433333,0.06599663,0.65333337,0.4067213,-25.763052
"03-01-07-01-01-01-11",1,7,1,1,1,11,"m",28.215242,0.15485018,25.026428,28.847086,31.541433,6.515005,240.32666,140.89078,21.211735,19.715559,0.15965368,1.208469,0.00877021,0.05176138,0.3092639,0.3004937,4.510723,3.0264516,3.2180178,1.9169831,0.05994269,1.4119061,12.971217,1.3116776,13.5209875,0.8194584,11.0917225,1.0338724,4.665622,2.8722377,0.08070854,2.1276085,1.1454136,0.6361837,5.0917473,0.788459,4.785124,1.4719746,27.917597,0.35339448,498.56854,0.43464097,1195.2103,0.22844283,-134.08908,-0.67591006,1510.6328,0.19853865,776.94635,0.46437997,-137.16972,-0.6093192,2642.859,0.11278933,631.0519,0.3007269,-138.9464,-0.5836539,-17.9143,-0.5423309,26.667032,0.3799102,0.05922623,0.6400522,-0.01740036,-0.8175998,0.14470463,0.60631984,27.99188,0.5179547,17.928974,0.61418265,13.914027,1.1548095,-2.556463,-6.2756763,-11.550977,21.458136,-0.0123861,0.00806119,0.01295462,1.9125683,1.1080333,0.3175,0.16391689,0.45,0.47370875,-43.24688
"03-01-07-01-01-02-11",1,7,1,1,2,11,"m",29.086193,0.23954007,26.362244,29.391684,31.51926,5.1570168,507.89117,145.70264,37.42355,32.230576,0.18360949,1.2238173,0.00801363,0.04512518,0.37663567,0.36862203,6.1049604,3.5853128,3.1480126,1.718915,0.08813161,1.8146595,13.32244,1.2752583,11.806373,0.82867426,12.439942,1.0676478,3.2821841,3.9423907,0.02568894,1.586798,1.1820989,0.5962834,5.0024943,0.89071256,4.8098044,1.5916792,24.82352,0.45708814,516.2164,0.43555015,1174.9081,0.2506609,-131.32074,-0.6866404,1560.0714,0.22136004,851.22266,0.44702575,-133.0212,-0.6334265,2577.3125,0.11458537,734.1605,0.4500428,-134.76266,-0.60700345,-16.251986,-0.6357872,24.48001,0.41385317,0.04034149,1.2232084,-0.01581325,-0.90569127,0.20988311,0.9722984,27.19325,0.5687604,14.370242,0.7723369,18.039045,1.0312718,-4.414124,-3.4692175,-11.776867,22.584599,-0.01536766,0.00895375,0.01366548,1.9498608,1.4204545,0.264,0.20313542,0.3483333,0.4497561,-40.579716
"03-01-07-01-02-01-11",1,7,1,2,1,11,"m",27.181973,0.10229398,25.001406,27.444437,29.403078,4.4016724,58.036743,64.29975,29.334494,12.35476,0.16718031,1.2903367,0.00826803,0.0213185,0.35069036,0.34242234,3.7353876,3.1275735,2.956621,1.6783215,0.06024488,1.4547559,14.028986,1.3330305,14.091898,0.6982366,7.331815,1.5935587,4.9104204,2.88483,0.02802827,2.1243167,1.0718404,0.6017311,4.767774,0.77593327,2.4284525,2.4173996,27.470966,0.3495511,479.7816,0.49055195,1159.7596,0.25659657,-131.92314,-0.6911888,1429.3403,0.1990441,827.46985,0.33012223,-133.83986,-0.64689296,2521.701,0.103763,727.7975,0.4488244,-137.67813,-0.59100515,-16.267622,-0.5416761,26.879137,0.37457517,0.065316,0.51086336,-0.01957404,-0.7532473,0.1487691,0.60414577,30.700922,0.5303731,16.28898,0.69709504,4.715518,3.5649965,-3.059751,-6.3115406,-11.9984455,22.59091,-0.01828421,0.00779979,0.0106017,1.734104,1.1730206,0.30249998,0.14515078,0.422,0.4371453,-42.043106
"03-01-07-01-02-02-11",1,7,1,2,2,11,"m",27.193306,0.10106936,24.866999,27.41239,29.672379,4.80538,130.43318,189.50131,32.275402,8.4703245,0.20049061,1.2445629,0.00900675,0.06668317,0.4031261,0.39411932,4.1336875,2.9323869,3.7138283,2.0213985,0.08397103,1.4530551,15.942523,1.2533067,15.324438,0.7237718,7.4499254,1.9219291,2.2718437,7.1021767,0.03302941,1.5028591,1.1728226,0.7526788,4.2638597,0.90567344,4.717462,1.207194,28.968227,0.37139902,521.53503,0.42841017,1173.8121,0.22951916,-120.836174,-0.77146834,1508.2084,0.23342,890.9652,0.37224212,-122.67474,-0.72031444,2648.4827,0.11898698,672.9114,0.43539363,-126.68155,-0.6583534,-17.287655,-0.5957361,27.674036,0.42092437,0.06421705,0.5542661,-0.0224369,-0.77669585,0.17929642,0.74475473,31.129402,0.4796111,16.321156,0.81714445,6.0058484,3.077313,-7.1726203,-2.8083766,-10.379821,21.257498,-0.01227974,0.00747616,0.0136054,1.9125683,1.3850416,0.302,0.18540765,0.33166668,0.37988666,-40.0014
"03-01-07-02-01-01-11",1,7,2,1,1,11,"m",29.744629,0.13107918,27.271149,29.887938,32.54272,5.271572,190.91447,209.5389,58.620728,67.45888,0.23847647,1.1033078,0.00875793,0.12849464,0.48952407,0.48076612,4.3536944,2.3342893,3.273122,2.0527396,0.11445971,1.5102711,11.983114,1.3764762,12.154836,0.840954,11.623466,1.1332875,4.706375,2.9223297,0.04421377,1.271777,1.0661232,0.5856303,4.6895757,0.8629529,6.264422,1.396425,23.697327,0.44604188,512.7137,0.4126855,1150.961,0.25804162,-130.9609,-0.69132966,1510.2206,0.18798447,785.11414,0.5514968,-131.42273,-0.6502606,2623.808,0.09824628,618.41534,0.4434169,-133.03218,-0.6257625,-15.474159,-0.5966387,24.2961,0.36835092,0.02106968,1.943692,-0.01643963,-0.8872871,0.24691144,0.8408559,26.869438,0.5104539,14.243787,0.71980935,11.121112,1.830344,-1.7287166,-9.407077,-13.834822,24.551407,-0.03609918,0.00840717,0.03407603,2.3746703,1.3368984,0.28,0.27849597,0.444,0.4688539,-39.162838
"03-01-07-02-01-02-11",1,7,2,1,2,11,"m",28.6353,0.09007192,26.944565,28.410593,29.821503,2.8769379,166.65685,241.40314,31.45502,14.659818,0.21279944,0.9724598,0.00931659,0.13202226,0.4188146,0.409498,4.0691714,2.9147747,3.2747774,2.104347,0.10123824,1.1457341,12.913668,1.2770818,11.975402,0.7976406,11.547324,1.181548,4.494285,3.2235315,0.02025208,1.1814941,1.2496628,0.9944957,5.128672,0.8576624,6.140252,1.357017,23.942194,0.29033017,527.47363,0.42159554,1161.8048,0.19738638,-131.01204,-0.69943756,1554.4159,0.17835633,778.4165,0.42219156,-133.66725,-0.63974166,2575.6304,0.10729832,686.895,0.38273475,-135.31537,-0.61463076,-15.483652,-0.5256486,24.129902,0.3443029,0.05986971,0.8268317,-0.01680902,-0.87259406,0.1679496,0.54315346,28.323946,0.44943395,12.433956,0.8306617,10.5336485,1.93703,-0.3166332,-56.907948,-13.761677,23.074821,-0.02825193,0.00618131,0.05541531,3.1662269,1.3368984,0.26799998,0.12302845,0.45599997,0.45749754,-40.908943
"03-01-07-02-02-01-11",1,7,2,2,1,11,"m",28.876223,0.17549399,26.740767,28.457806,30.25653,3.5157642,363.24387,175.37503,28.01348,26.40612,0.2378686,1.1088324,0.00876498,0.11213376,0.47653872,0.46777374,3.8863556,2.874918,3.80412,1.7741514,0.09157342,1.2080356,16.19279,1.1039714,13.783015,0.7749236,6.9707913,2.0227964,2.9478939,5.8305817,0.02453661,1.0901946,1.0036538,0.7246373,4.850463,0.8163686,5.0016456,1.6499641,27.547905,0.38634717,568.1928,0.44389963,1122.2373,0.20076577,-115.49577,-0.81756437,1551.9436,0.2392803,824.0612,0.39332625,-118.36146,-0.7467589,2703.8108,0.13383031,514.0304,0.41131857,-121.58104,-0.69154173,-15.685841,-0.6351403,26.93329,0.4083019,0.0770268,0.47304258,-0.01830319,-0.78751147,0.18065068,0.5655862,30.507975,0.45638,15.782567,0.8119067,4.8671403,3.9234755,-6.1756644,-3.3262484,-11.729987,21.866282,-0.01607258,0.00922712,0.01865194,2.9569893,1.3623979,0.32799998,0.33837256,0.32,0.38004386,-40.064114
"03-01-07-02-02-02-11",1,7,2,2,2,11,"m",28.853283,0.09813717,26.92791,28.899363,31.510384,4.5824738,164.5632,147.93079,30.688082,17.403175,0.27035534,1.1892314,0.00827973,0.11441049,0.550558,0.54227823,4.667789,2.454833,4.0814257,2.6839566,0.11398038,1.3874524,14.818194,1.2038598,13.424268,0.76341426,8.399599,1.6434242,3.5226977,4.884671,0.04927083,1.7889837,1.2996563,0.6720587,4.82606,0.78720325,4.2924767,1.4908241,24.847519,0.3965041,531.3255,0.4482805,1180.1338,0.22853607,-117.55004,-0.796667,1526.8431,0.2177402,796.0537,0.44770253,-117.69428,-0.7549907,2672.7737,0.10294118,643.09143,0.5372217,-121.13448,-0.70140857,-15.8897915,-0.56013334,26.456417,0.39218277,0.06107559,0.58710945,-0.01903642,-0.7752317,0.22672223,0.749351,27.588415,0.5154365,15.061722,0.8474588,6.7233577,2.813546,-5.289773,-4.0515027,-12.06216,22.534369,-0.02541464,0.00970469,0.02080633,2.688172,1.0899183,0.4125,0.3245285,0.48,0.38942263,-37.60857
